#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2014-01-28,MeteoSwiss,1.1,rene.stubi@meteosuisse.ch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,156,Payerne,CHE

#INSTRUMENT
Name,Model,Number
ECC,2Z,23619

#LOCATION
Latitude,Longitude,Height
46.49,6.57,491

#TIMESTAMP
UTCOffset,Date,Time
00:00:00,2013-08-14,11:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
275.88,3,314.43,-1.029,323.55,0,DS,Dobson,101
* TotalO3 = Dobson value for Arosa + integratedO3 Payerne to Arosa

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesgroundO3
SRS-400,0.049,0.068,27.6,Constant_ib2,pump

#PUMP_CORRECTION
Pressure,Correction
1000.0,1.000
200.0,1.0000
150.0,1.002
100.0,1.007
70.0,1.013
50.0,1.018
30.0,1.029
20.0,1.041
15.0,1.048
10.0,1.066
7.0,1.087
5.0,1.124
3.0,1.240
* [hPa], [mPa],  [oC],[m/s],[Deg],[],[s],[m],   [%],[C]
72.41,9.567,-54.01,5.1,294,0,3513,18618,,21.35
72.27,9.559,-53.89,5.7,294,0,3516,18631,,21.30
72.12,9.553,-53.54,5.7,295,0,3519,18644,,21.34
71.98,9.546,-53.52,5.7,295,0,3522,18657,,21.26
71.83,9.539,-53.37,5.7,295,0,3525,18671,,21.30
71.66,9.534,-53.74,5.7,296,0,3528,18686,,21.28
71.51,9.530,-53.89,5.7,297,0,3531,18699,,21.26
71.34,9.524,-54.14,5.7,300,0,3534,18714,,21.26
71.18,9.517,-53.90,5.7,302,0,3537,18729,,21.26
71.03,9.506,-54.14,5.7,306,0,3540,18742,,21.21
70.86,9.493,-54.23,5.7,309,0,3543,18758,,21.22
70.70,9.480,-54.39,6.2,312,0,3546,18771,,21.18
70.56,9.471,-54.49,6.2,315,0,3549,18785,,21.20
70.41,9.467,-54.41,6.2,318,0,3552,18799,,21.18
70.23,9.470,-54.40,6.2,320,0,3555,18814,,21.16
70.09,9.478,-54.51,5.7,323,0,3558,18828,,21.11
70.00,9.493,-54.45,5.7,325,1,3560,18836,,21.12
69.92,9.515,-54.40,5.7,326,0,3561,18843,,21.13
69.78,9.545,-54.17,5.1,330,0,3564,18857,,21.12
69.62,9.579,-53.87,4.6,334,0,3567,18871,,21.12
69.48,9.613,-53.95,4.6,338,0,3570,18884,,21.07
69.33,9.640,-53.78,4.1,342,0,3573,18898,,21.07
69.17,9.661,-54.08,4.1,347,0,3576,18912,,21.05
69.05,9.678,-54.13,3.6,352,0,3579,18924,,21.04
68.90,9.696,-54.17,3.6,357,0,3582,18937,,21.03
68.73,9.719,-54.33,3.1,4,0,3585,18953,,21.03
68.58,9.747,-54.23,2.6,11,0,3588,18968,,21.04
68.41,9.780,-54.33,2.6,19,0,3591,18984,,21.00
68.25,9.817,-54.02,2.1,26,0,3594,18998,,20.97
68.09,9.855,-54.12,1.5,32,0,3597,19012,,20.97
67.95,9.889,-54.26,1.5,36,0,3600,19027,,20.94
67.81,9.916,-54.16,1.0,40,0,3603,19040,,20.94
67.67,9.936,-54.20,0.5,44,0,3606,19053,,20.91
67.52,9.949,-54.10,0.5,52,0,3609,19067,,20.88
67.41,9.960,-54.23,0.0,0,0,3612,19078,,20.90
67.27,9.969,-54.34,0.0,0,0,3615,19091,,20.86
67.13,9.975,-54.25,0.5,0,0,3618,19104,,20.86
67.01,9.976,-54.44,0.5,199,0,3621,19116,,20.87
66.87,9.970,-54.54,0.5,196,0,3624,19129,,20.86
66.72,9.953,-54.56,1.0,187,0,3627,19144,,20.83
66.59,9.924,-54.56,1.0,177,0,3630,19155,,20.81
66.45,9.881,-54.75,1.5,168,0,3633,19168,,20.79
66.31,9.830,-54.47,2.1,163,0,3636,19183,,20.81
66.17,9.773,-54.43,2.6,161,0,3639,19196,,20.76
66.04,9.716,-54.18,3.1,160,0,3642,19209,,20.75
65.90,9.662,-54.19,3.6,161,0,3645,19223,,20.75
65.76,9.610,-54.37,3.6,163,0,3648,19236,,20.74
65.59,9.560,-54.40,3.6,164,0,3651,19252,,20.73
65.47,9.508,-54.18,3.6,166,0,3654,19264,,20.75
65.33,9.455,-54.31,3.6,168,0,3657,19278,,20.71
65.20,9.400,-54.11,3.1,170,0,3660,19292,,20.67
65.06,9.344,-54.08,2.6,173,0,3663,19303,,20.68
64.94,9.292,-54.11,2.6,175,0,3666,19317,,20.64
64.81,9.248,-54.22,2.1,178,0,3669,19329,,20.64
64.69,9.216,-54.37,2.1,182,0,3672,19342,,20.60
64.53,9.195,-54.51,1.5,187,0,3675,19357,,20.63
64.40,9.183,-54.52,1.5,194,0,3678,19370,,20.60
64.26,9.175,-54.57,1.5,202,0,3681,19384,,20.61
64.13,9.166,-54.77,1.5,210,0,3684,19397,,20.58
64.00,9.154,-54.56,1.5,216,0,3687,19410,,20.57
63.86,9.138,-54.65,1.5,222,0,3690,19424,,20.55
63.75,9.121,-54.79,1.5,226,0,3693,19435,,20.54
63.61,9.105,-55.06,1.5,229,0,3696,19449,,20.53
63.48,9.098,-55.08,1.5,232,0,3699,19462,,20.51
63.36,9.103,-55.01,2.1,234,0,3702,19475,,20.50
63.22,9.117,-55.01,2.1,238,0,3705,19488,,20.50
63.10,9.133,-54.94,2.1,241,0,3708,19500,,20.51
62.97,9.148,-54.90,1.5,245,0,3711,19513,,20.47
62.85,9.155,-55.20,1.5,250,0,3714,19526,,20.45
62.71,9.156,-55.21,1.5,257,0,3717,19540,,20.46
62.57,9.155,-55.11,1.5,266,0,3720,19555,,20.45
62.44,9.155,-55.13,1.0,278,0,3723,19567,,20.41
62.31,9.164,-55.14,1.0,292,0,3726,19581,,20.39
62.17,9.183,-54.95,0.5,306,0,3729,19596,,20.37
62.05,9.208,-54.89,0.5,324,0,3732,19608,,20.38
61.91,9.238,-54.95,0.5,352,0,3735,19622,,20.38
61.78,9.268,-54.76,0.0,0,0,3738,19636,,20.35
61.65,9.296,-54.57,0.5,109,0,3741,19649,,20.32
61.53,9.320,-54.46,1.0,128,0,3744,19662,,20.32
61.39,9.341,-54.55,1.0,139,0,3747,19676,,20.30
61.26,9.362,-54.36,1.5,147,0,3750,19690,,20.29
61.13,9.387,-54.01,2.1,152,0,3753,19703,,20.25
61.00,9.414,-54.06,2.1,156,0,3756,19717,,20.27
60.87,9.445,-54.00,2.6,158,0,3759,19731,,20.27
60.74,9.478,-53.81,2.6,159,0,3762,19744,,20.23
60.61,9.514,-53.81,3.1,160,0,3765,19758,,20.22
60.48,9.555,-53.79,3.1,161,0,3768,19772,,20.21
60.36,9.601,-53.81,3.6,162,0,3771,19785,,20.22
60.22,9.649,-53.63,3.6,164,0,3774,19799,,20.17
60.11,9.697,-53.41,4.1,166,0,3777,19811,,20.17
60.00,9.741,-53.43,4.1,169,0,3780,19823,,20.19
59.98,9.776,-53.44,4.1,170,0,3780,19825,,20.19
59.84,9.806,-53.50,4.1,173,0,3783,19840,,20.14
59.72,9.829,-53.47,4.6,178,0,3786,19854,,20.10
59.58,9.850,-53.27,4.6,182,0,3789,19868,,20.11
59.47,9.872,-53.11,4.6,187,0,3792,19880,,20.09
59.35,9.895,-53.15,4.1,192,0,3795,19893,,20.05
59.21,9.921,-53.16,4.1,198,0,3798,19908,,20.12
59.09,9.948,-52.95,4.1,205,0,3801,19921,,20.09
58.96,9.974,-52.91,3.6,212,0,3804,19935,,20.04
58.84,9.995,-52.98,3.6,219,0,3807,19949,,20.05
58.70,10.015,-53.08,3.6,228,0,3810,19964,,20.05
58.60,10.033,-52.88,3.1,236,0,3813,19975,,20.03
58.47,10.053,-52.88,3.1,245,0,3816,19989,,20.02
58.34,10.076,-52.92,3.1,252,0,3819,20004,,20.01
58.22,10.095,-52.71,3.1,259,0,3822,20017,,19.98
58.09,10.111,-52.70,3.1,265,0,3825,20032,,19.98
57.97,10.123,-52.57,2.6,270,0,3828,20045,,19.97
57.84,10.139,-52.67,2.6,272,0,3831,20059,,19.94
57.71,10.162,-52.28,2.1,270,0,3834,20073,,19.92
57.60,10.194,-52.25,2.1,265,0,3837,20086,,19.89
57.49,10.233,-52.08,2.1,254,0,3840,20099,,19.92
57.36,10.274,-51.74,1.5,238,0,3843,20113,,19.89
57.24,10.316,-51.63,1.5,221,0,3846,20127,,19.88
57.13,10.359,-51.75,2.1,206,0,3849,20139,,19.89
57.01,10.406,-51.79,2.1,196,0,3852,20153,,19.86
56.88,10.460,-51.71,2.6,190,0,3855,20168,,19.87
56.76,10.522,-51.56,2.6,188,0,3858,20182,,19.84
56.65,10.592,-51.75,3.1,188,0,3861,20194,,19.82
56.52,10.665,-51.51,3.1,189,0,3864,20209,,19.80
56.41,10.737,-51.76,2.6,191,0,3867,20222,,19.77
56.27,10.806,-51.76,2.6,193,0,3870,20237,,19.77
56.16,10.867,-51.54,2.6,196,0,3873,20250,,19.77
56.04,10.916,-51.42,2.1,198,0,3876,20264,,19.77
55.91,10.951,-51.47,2.1,200,0,3879,20279,,19.73
55.81,10.971,-51.04,2.1,200,0,3882,20290,,19.73
55.69,10.983,-51.25,2.6,200,0,3885,20304,,19.70
55.58,10.995,-51.28,2.6,198,0,3888,20318,,19.69
55.47,11.018,-51.30,3.1,197,0,3891,20331,,19.69
55.35,11.053,-51.18,3.6,194,0,3894,20344,,19.68
55.24,11.096,-51.32,3.6,192,0,3897,20357,,19.67
55.13,11.137,-51.39,4.1,190,0,3900,20371,,19.66
55.01,11.171,-51.39,4.1,189,0,3903,20385,,19.66
55.00,11.192,-51.39,4.1,189,0,3903,20386,,19.66
54.89,11.206,-51.48,4.6,189,0,3906,20398,,19.63
54.79,11.218,-51.39,4.6,189,0,3909,20410,,19.61
54.69,11.235,-51.58,4.6,190,0,3912,20423,,19.57
54.57,11.263,-51.19,4.6,192,0,3915,20437,,19.61
54.47,11.301,-51.20,4.6,193,0,3918,20448,,19.57
54.36,11.342,-51.03,4.6,194,0,3921,20462,,19.54
54.25,11.381,-50.97,4.6,195,0,3924,20475,,19.57
54.12,11.418,-50.85,4.1,196,0,3927,20490,,19.53
54.02,11.453,-50.74,4.1,198,0,3930,20503,,19.54
53.91,11.487,-51.06,3.6,202,0,3933,20515,,19.48
53.79,11.516,-51.07,3.6,206,0,3936,20530,,19.48
53.68,11.533,-51.23,3.6,212,0,3939,20543,,19.48
53.56,11.534,-51.12,3.1,217,0,3942,20558,,19.47
53.46,11.525,-51.24,3.1,221,0,3945,20571,,19.46
53.34,11.509,-51.13,3.1,225,0,3948,20584,,19.44
53.23,11.495,-51.35,2.6,227,0,3951,20598,,19.41
53.13,11.486,-51.37,2.6,229,0,3954,20610,,19.43
53.02,11.486,-51.09,2.1,230,0,3957,20624,,19.42
52.90,11.494,-51.26,2.1,231,0,3960,20638,,19.39
52.80,11.507,-51.02,1.5,230,0,3963,20651,,19.38
52.70,11.523,-51.04,1.5,228,0,3966,20664,,19.36
52.59,11.537,-50.92,1.5,224,0,3969,20677,,19.37
52.48,11.552,-50.97,1.0,216,0,3972,20691,,19.34
52.37,11.568,-51.08,1.0,204,0,3975,20704,,19.30
52.27,11.584,-51.14,1.5,192,0,3978,20717,,19.32
52.16,11.599,-50.97,1.5,181,0,3981,20731,,19.30
52.04,11.611,-51.14,2.1,174,0,3984,20745,,19.27
51.93,11.622,-51.03,2.6,169,0,3987,20759,,19.30
51.82,11.635,-50.88,3.1,166,0,3990,20772,,19.27
51.71,11.652,-51.11,3.6,164,0,3993,20786,,19.27
51.60,11.671,-51.04,4.1,163,0,3996,20800,,19.23
51.49,11.687,-51.03,4.1,163,0,3999,20815,,19.23
51.38,11.696,-51.12,4.6,164,0,4002,20828,,19.21
51.26,11.697,-51.23,4.1,165,0,4005,20844,,19.22
51.15,11.692,-51.19,4.1,168,0,4008,20857,,19.21
51.04,11.686,-51.06,3.6,171,0,4011,20872,,19.19
50.93,11.682,-51.27,3.1,174,0,4014,20886,,19.17
50.82,11.681,-51.27,3.1,177,0,4017,20899,,19.18
50.71,11.683,-51.36,3.1,179,0,4020,20914,,19.14
50.60,11.686,-51.54,3.1,180,0,4023,20928,,19.13
50.49,11.691,-51.49,3.1,180,0,4026,20942,,19.12
50.37,11.696,-51.42,3.1,180,0,4029,20957,,19.12
50.26,11.698,-51.65,3.1,179,0,4032,20971,,19.09
50.15,11.693,-51.73,2.6,177,0,4035,20985,,19.10
50.04,11.682,-51.86,2.6,176,0,4038,20999,,19.07
50.00,11.666,-51.89,2.6,175,1,4039,21004,,19.07
49.93,11.648,-51.96,2.6,173,0,4041,21014,,19.07
49.82,11.632,-52.08,2.1,170,0,4044,21029,,19.05
49.71,11.620,-51.99,2.1,165,0,4047,21042,,19.07
49.59,11.609,-52.07,2.1,158,0,4050,21058,,19.04
49.49,11.599,-52.14,1.5,149,0,4053,21071,,19.03
49.38,11.585,-51.94,1.5,139,0,4056,21086,,19.02
49.26,11.572,-52.01,1.5,130,0,4059,21101,,19.02
49.16,11.564,-52.03,2.1,121,0,4062,21115,,18.98
48.93,11.563,-52.09,2.6,109,0,4068,21145,,18.98
48.83,11.568,-52.06,2.6,105,0,4071,21159,,18.95
48.72,11.575,-52.23,3.1,102,0,4074,21172,,18.96
48.60,11.579,-52.05,3.6,101,0,4077,21188,,18.94
48.49,11.577,-52.06,4.1,100,0,4080,21203,,18.92
48.38,11.570,-52.34,4.6,100,0,4083,21218,,18.89
48.27,11.561,-52.08,5.1,100,0,4086,21233,,18.89
48.15,11.556,-52.06,5.1,100,0,4089,21249,,18.88
48.05,11.560,-52.39,5.7,101,0,4092,21262,,18.87
47.94,11.574,-52.01,6.2,102,0,4095,21277,,18.86
47.82,11.598,-51.50,6.2,103,0,4098,21293,,18.84
47.71,11.622,-51.42,6.2,104,0,4101,21309,,18.82
47.59,11.642,-51.25,6.2,106,0,4104,21325,,18.82
47.49,11.657,-51.15,6.2,107,0,4107,21338,,18.80
47.38,11.668,-51.03,5.7,110,0,4110,21354,,18.82
47.27,11.677,-51.12,5.7,113,0,4113,21369,,18.78
47.16,11.688,-51.32,5.1,118,0,4116,21383,,18.80
47.07,11.699,-51.31,5.1,122,0,4119,21396,,18.73
46.97,11.709,-51.44,5.1,126,0,4122,21410,,18.75
46.85,11.720,-51.32,4.6,131,0,4125,21427,,18.75
46.75,11.730,-51.61,4.6,135,0,4128,21440,,18.73
46.64,11.741,-51.54,4.1,139,0,4131,21455,,18.73
46.53,11.749,-51.58,4.1,142,0,4134,21471,,18.70
46.43,11.755,-51.51,3.6,146,0,4137,21485,,18.70
46.32,11.762,-51.65,3.6,150,0,4140,21500,,18.69
46.21,11.773,-51.58,3.6,154,0,4143,21516,,18.68
46.09,11.792,-51.62,3.1,156,0,4146,21532,,18.66
45.99,11.822,-51.36,3.1,155,0,4149,21547,,18.64
45.89,11.864,-51.08,3.1,154,0,4152,21561,,18.64
45.78,11.916,-50.92,3.1,151,0,4155,21576,,18.68
45.69,11.980,-50.82,3.1,149,0,4158,21589,,18.62
45.59,12.048,-50.97,3.1,148,0,4161,21604,,18.61
45.49,12.111,-50.96,3.1,149,0,4164,21618,,18.60
45.39,12.164,-50.68,3.6,150,0,4167,21633,,18.59
45.28,12.206,-50.61,3.6,150,0,4170,21648,,18.57
45.18,12.243,-50.57,4.1,150,0,4173,21662,,18.55
45.08,12.283,-50.61,4.1,148,0,4176,21676,,18.54
45.00,12.330,-50.56,4.6,146,0,4178,21688,,18.53
44.97,12.387,-50.55,4.6,145,0,4179,21692,,18.53
44.88,12.451,-50.31,5.1,142,0,4182,21705,,18.54
44.78,12.520,-50.04,5.7,138,0,4185,21721,,18.51
44.67,12.593,-50.02,5.7,135,0,4188,21737,,18.50
44.47,12.668,-50.05,6.2,129,0,4194,21766,,18.50
44.37,12.739,-50.24,6.7,126,0,4197,21780,,18.47
44.28,12.801,-50.34,6.7,124,0,4200,21794,,18.46
44.18,12.848,-50.55,7.2,122,0,4203,21808,,18.41
44.09,12.880,-50.72,7.2,119,0,4206,21822,,18.45
44.00,12.900,-50.65,7.7,117,0,4209,21836,,18.39
43.90,12.914,-50.59,7.7,116,0,4212,21850,,18.43
43.81,12.931,-50.82,8.2,115,0,4215,21864,,18.39
43.71,12.954,-50.65,8.7,115,0,4218,21878,,18.39
43.63,12.981,-50.72,8.7,116,0,4221,21890,,18.37
43.54,13.007,-50.63,9.3,117,0,4224,21904,,18.37
43.44,13.030,-50.31,9.3,119,0,4227,21918,,18.37
43.35,13.052,-50.34,9.3,122,0,4230,21932,,18.36
43.24,13.073,-50.40,8.7,124,0,4233,21949,,18.34
43.15,13.090,-50.37,8.7,127,0,4236,21962,,18.35
43.04,13.102,-50.42,8.7,130,0,4239,21978,,18.34
42.95,13.108,-50.68,8.2,133,0,4242,21992,,18.30
42.86,13.108,-50.85,8.2,135,0,4245,22006,,18.30
42.76,13.105,-50.80,8.2,137,0,4248,22022,,18.27
42.66,13.100,-50.89,7.7,139,0,4251,22036,,18.25
42.57,13.095,-51.00,7.7,142,0,4254,22051,,18.23
42.48,13.088,-50.89,7.2,144,0,4257,22065,,18.23
42.39,13.079,-51.18,7.2,147,0,4260,22078,,18.30
42.29,13.063,-51.11,7.2,149,0,4263,22094,,18.23
42.20,13.040,-51.25,6.7,151,0,4266,22107,,18.25
42.10,13.010,-51.44,6.7,153,0,4269,22123,,18.20
41.99,12.976,-51.83,6.7,156,0,4272,22139,,18.19
41.91,12.943,-51.48,6.7,159,0,4275,22152,,18.18
41.82,12.911,-51.72,6.2,161,0,4278,22166,,18.18
41.74,12.875,-51.98,6.2,164,0,4281,22178,,18.14
41.65,12.836,-52.02,6.2,167,0,4284,22192,,18.14
41.55,12.795,-52.00,6.2,169,0,4287,22207,,18.12
41.47,12.759,-52.13,6.2,172,0,4290,22221,,18.10
41.36,12.732,-52.18,6.2,175,0,4293,22237,,18.12
41.28,12.715,-52.24,6.2,179,0,4296,22250,,18.09
41.19,12.707,-52.35,6.2,182,0,4299,22265,,18.09
41.10,12.703,-52.50,5.7,186,0,4302,22279,,18.11
41.01,12.702,-52.41,5.7,190,0,4305,22292,,18.07
40.90,12.700,-52.41,5.7,194,0,4308,22308,,18.05
40.82,12.691,-52.56,5.7,199,0,4311,22321,,18.05
40.72,12.673,-52.23,5.1,203,0,4314,22336,,18.03
40.63,12.647,-52.12,5.1,207,0,4317,22352,,18.05
40.54,12.619,-51.97,5.1,210,0,4320,22365,,18.02
40.46,12.594,-52.21,5.1,212,0,4323,22379,,18.00
40.38,12.576,-51.89,5.7,213,0,4326,22393,,17.96
40.29,12.569,-51.36,5.7,215,0,4329,22407,,18.00
40.21,12.570,-51.54,5.7,216,0,4332,22420,,17.97
40.11,12.578,-51.17,5.7,217,0,4335,22434,,17.98
40.02,12.589,-51.29,5.7,218,0,4338,22450,,17.96
40.00,12.596,-51.29,5.7,218,0,4339,22453,,17.96
39.94,12.598,-51.32,5.7,219,0,4341,22464,,17.95
39.84,12.595,-51.34,5.7,220,0,4344,22479,,17.94
39.75,12.590,-51.01,5.1,219,0,4347,22494,,17.94
39.65,12.586,-50.90,5.1,218,0,4350,22508,,17.92
39.56,12.588,-50.95,4.6,217,0,4353,22525,,17.88
39.47,12.596,-50.65,4.6,216,0,4356,22538,,17.88
39.39,12.606,-50.49,4.1,216,0,4359,22554,,17.87
39.31,12.616,-50.47,3.6,217,0,4362,22566,,17.89
39.22,12.625,-50.74,3.1,220,0,4365,22580,,17.87
39.15,12.632,-50.69,2.6,224,0,4368,22594,,17.87
39.07,12.642,-50.54,2.6,229,0,4371,22607,,17.86
38.96,12.659,-50.53,2.1,234,0,4374,22625,,17.82
38.86,12.683,-50.36,2.1,239,0,4377,22640,,17.80
38.77,12.711,-50.45,2.1,244,0,4380,22657,,17.80
38.68,12.738,-50.31,1.5,248,0,4383,22672,,17.79
38.58,12.757,-50.75,1.5,252,0,4386,22689,,17.77
38.49,12.767,-50.42,1.5,257,0,4389,22704,,17.78
38.40,12.771,-50.38,1.5,262,0,4392,22718,,17.73
38.31,12.773,-50.36,1.5,267,0,4395,22734,,17.76
38.24,12.775,-50.30,1.5,272,0,4398,22747,,17.73
38.14,12.778,-50.13,1.5,274,0,4401,22764,,17.73
38.04,12.779,-50.18,1.5,274,0,4404,22779,,17.71
37.96,12.779,-50.24,1.5,270,0,4407,22795,,17.72
37.88,12.781,-49.93,1.5,263,0,4410,22809,,17.71
37.79,12.789,-49.84,1.5,254,0,4413,22824,,17.71
37.69,12.806,-49.91,2.1,248,0,4416,22841,,17.69
37.61,12.833,-49.86,2.1,244,0,4419,22854,,17.69
37.51,12.870,-49.81,2.6,244,0,4422,22872,,17.64
37.43,12.910,-49.97,2.6,247,0,4425,22886,,17.67
37.35,12.949,-49.77,2.6,251,0,4428,22901,,17.63
37.25,12.986,-49.70,2.6,258,0,4431,22917,,17.63
37.17,13.020,-49.61,2.1,268,0,4434,22932,,17.62
37.08,13.052,-49.70,2.1,280,0,4437,22948,,17.64
37.00,13.076,-49.57,2.1,295,0,4440,22962,,17.60
36.90,13.088,-49.56,1.5,310,0,4443,22980,,17.57
36.83,13.088,-49.57,1.5,324,0,4446,22992,,17.57
36.74,13.078,-49.68,2.1,336,0,4449,23008,,17.60
36.65,13.067,-49.54,2.1,346,0,4452,23023,,17.55
36.57,13.063,-49.68,2.1,355,0,4455,23038,,17.57
36.47,13.072,-49.64,2.1,2,0,4458,23055,,17.55
36.40,13.091,-49.42,2.6,7,0,4461,23069,,17.54
36.31,13.118,-49.61,2.6,11,0,4464,23086,,17.52
36.22,13.145,-49.69,3.1,14,0,4467,23100,,17.50
36.14,13.168,-49.41,3.6,16,0,4470,23116,,17.52
36.06,13.185,-49.41,3.6,18,0,4473,23131,,17.51
35.97,13.196,-49.21,4.1,20,0,4476,23145,,17.48
35.88,13.205,-49.63,4.1,23,0,4479,23163,,17.48
35.81,13.210,-49.58,4.1,26,0,4482,23176,,17.43
35.72,13.210,-49.53,4.6,28,0,4485,23193,,17.44
35.65,13.204,-49.78,4.6,31,0,4488,23206,,17.45
35.56,13.193,-49.83,5.1,34,0,4491,23222,,17.43
35.47,13.182,-49.69,5.1,37,0,4494,23237,,17.41
35.40,13.174,-49.64,5.1,41,0,4497,23252,,17.42
35.29,13.169,-49.55,5.1,45,0,4500,23269,,17.39
35.22,13.161,-49.65,5.7,49,0,4503,23282,,17.38
35.15,13.144,-49.40,5.7,54,0,4506,23297,,17.37
35.07,13.115,-49.63,5.7,58,0,4509,23312,,17.37
35.00,13.078,-49.38,5.7,61,0,4511,23324,,17.36
34.97,13.043,-49.28,5.7,62,0,4512,23329,,17.36
34.90,13.018,-49.26,5.7,66,0,4515,23343,,17.32
34.83,13.006,-49.36,5.7,69,0,4518,23358,,17.34
34.74,13.002,-49.30,6.2,71,0,4521,23374,,17.32
34.67,13.000,-49.03,6.2,72,0,4524,23388,,17.30
34.58,12.994,-49.02,6.2,72,0,4527,23405,,17.32
34.50,12.982,-49.26,6.2,72,0,4530,23420,,17.30
34.42,12.963,-49.41,6.7,72,0,4533,23434,,17.32
34.35,12.942,-49.17,6.7,73,0,4536,23449,,17.29
34.28,12.922,-49.09,6.7,73,0,4539,23462,,17.29
34.20,12.910,-49.35,7.2,73,0,4542,23478,,17.26
34.11,12.903,-49.30,7.2,73,0,4545,23493,,17.26
34.04,12.903,-49.21,7.7,73,0,4548,23508,,17.27
33.95,12.907,-49.37,7.7,73,0,4551,23524,,17.23
33.88,12.913,-49.21,8.2,74,0,4554,23539,,17.21
33.79,12.922,-49.11,8.2,74,0,4557,23555,,17.23
33.72,12.937,-49.27,8.7,74,0,4560,23569,,17.21
33.63,12.963,-49.14,9.3,75,0,4563,23587,,17.20
33.56,13.004,-49.17,9.8,75,0,4566,23600,,17.19
33.49,13.060,-49.11,9.8,76,0,4569,23615,,17.19
33.40,13.125,-49.35,9.8,76,0,4572,23630,,17.18
33.34,13.188,-49.39,9.8,76,0,4575,23643,,17.14
33.27,13.238,-49.39,10.3,77,0,4578,23659,,17.18
33.20,13.276,-49.43,10.3,77,0,4581,23673,,17.13
33.11,13.309,-49.28,10.3,78,0,4584,23689,,17.11
33.04,13.349,-49.41,9.8,79,0,4587,23702,,17.11
32.97,13.406,-49.39,9.8,80,0,4590,23716,,17.11
32.90,13.489,-49.43,9.8,81,0,4593,23731,,17.11
32.83,13.590,-49.47,9.8,82,0,4596,23745,,17.07
32.75,13.699,-49.42,9.8,83,0,4599,23760,,17.05
32.68,13.798,-49.60,9.8,83,0,4602,23774,,17.05
32.60,13.878,-49.40,9.8,84,0,4605,23791,,17.05
32.53,13.933,-49.41,9.8,85,0,4608,23806,,17.05
32.46,13.973,-49.44,10.3,86,0,4611,23820,,17.04
32.38,14.005,-49.58,10.3,87,0,4614,23836,,17.02
32.31,14.039,-49.58,10.3,87,0,4617,23849,,17.01
32.22,14.076,-49.50,10.3,87,0,4620,23866,,17.01
32.17,14.116,-49.69,10.3,88,0,4623,23879,,16.98
32.09,14.155,-49.44,10.3,88,0,4626,23894,,16.98
32.01,14.190,-49.47,10.8,89,0,4629,23910,,16.97
31.95,14.223,-49.20,10.8,91,0,4632,23923,,16.97
31.87,14.250,-49.39,10.8,92,0,4635,23939,,16.96
31.80,14.273,-49.38,11.3,94,0,4638,23953,,16.93
31.72,14.293,-49.31,11.3,96,0,4641,23970,,16.89
31.66,14.311,-49.23,10.8,99,0,4644,23982,,16.92
31.59,14.329,-49.23,10.8,101,0,4647,23997,,16.89
31.51,14.349,-48.94,10.8,103,0,4650,24014,,16.89
31.44,14.367,-49.17,10.3,105,0,4653,24028,,16.86
31.37,14.382,-49.08,10.3,107,0,4656,24043,,16.86
31.30,14.388,-49.13,9.8,108,0,4659,24057,,16.85
31.22,14.383,-49.24,9.8,109,0,4662,24074,,16.87
31.15,14.368,-49.27,9.8,110,0,4665,24089,,16.84
31.08,14.350,-49.28,9.3,111,0,4668,24104,,16.82
31.01,14.336,-49.15,9.3,112,0,4671,24120,,16.82
30.94,14.331,-49.50,9.3,112,0,4674,24133,,16.84
30.86,14.334,-49.34,9.3,113,0,4677,24151,,16.80
30.80,14.341,-49.45,9.3,113,0,4680,24164,,16.79
30.73,14.344,-49.20,9.3,114,0,4683,24178,,16.80
30.66,14.343,-49.11,9.3,114,0,4686,24193,,16.77
30.59,14.341,-49.14,9.3,114,0,4689,24208,,16.75
30.53,14.342,-49.13,9.3,113,0,4692,24221,,16.76
30.46,14.344,-49.27,9.3,113,0,4695,24235,,16.76
30.38,14.345,-49.03,9.3,112,0,4698,24254,,16.73
30.31,14.342,-48.95,9.3,112,0,4701,24268,,16.76
30.23,14.337,-48.98,9.3,111,0,4704,24285,,16.76
30.17,14.333,-49.20,8.7,111,0,4707,24300,,16.73
30.10,14.334,-49.09,8.7,110,0,4710,24315,,16.68
30.00,14.339,-48.95,8.7,110,1,4713,24336,,16.69
29.95,14.349,-49.04,8.7,111,0,4716,24347,,16.68
29.87,14.363,-48.96,9.3,112,0,4719,24364,,16.68
29.81,14.384,-49.09,9.8,113,0,4722,24378,,16.66
29.73,14.408,-48.74,10.3,115,0,4725,24396,,16.67
29.66,14.435,-48.67,10.8,117,0,4728,24410,,16.66
29.60,14.464,-48.48,10.8,118,0,4731,24425,,16.61
29.53,14.491,-48.26,11.3,120,0,4734,24440,,16.63
29.46,14.514,-48.55,11.8,122,0,4737,24454,,16.60
29.38,14.532,-48.70,11.8,124,0,4740,24473,,16.62
29.32,14.538,-48.51,11.8,126,0,4743,24486,,16.59
29.25,14.533,-48.36,11.8,127,0,4746,24503,,16.57
